"population","focal_cov","focal_min_max","other_mean_obs","projection","lambda","focal_full","scenario","focal_scenario","other_scenario"
"SierraCarboneraY5","fallR","max","obs",74,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","fallR","max","obs",74,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"Vertedero","fallR","max","obs",74,0.990571454656175,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","prevfallR","max","obs",74,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","prevfallR","max","obs",74,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"Vertedero","prevfallR","max","obs",74,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","dens","max","obs",74,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraRetinY5","dens","max","obs",74,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"Vertedero","dens","max","obs",74,0.986534887724304,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraCarboneraY5","size","max","obs",74,1.03800983625591,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraRetinY5","size","max","obs",74,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"Vertedero","size","max","obs",74,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraCarboneraY5","TSF","max","obs",74,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraRetinY5","TSF","max","obs",74,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"Vertedero","TSF","max","obs",74,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraCarboneraY5","summerT","min","mean",75,1.02956164885534,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraRetinY5","summerT","min","mean",75,0.99102796240081,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"Vertedero","summerT","min","mean",75,0.918298454847408,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","prevwinterT","min","mean",75,1.022122689192,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraRetinY5","prevwinterT","min","mean",75,1.07536566020956,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"Vertedero","prevwinterT","min","mean",75,1.01118339255079,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","fallR","min","mean",75,0.949950707034489,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","fallR","min","mean",75,0.992916048544945,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"Vertedero","fallR","min","mean",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","prevfallR","min","mean",75,1.00252632693454,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","prevfallR","min","mean",75,1.06918581718631,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"Vertedero","prevfallR","min","mean",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","dens","min","mean",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"SierraRetinY5","dens","min","mean",75,1.02157365089313,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"Vertedero","dens","min","mean",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"SierraCarboneraY5","size","min","mean",75,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"SierraRetinY5","size","min","mean",75,0.90012528480592,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"Vertedero","size","min","mean",75,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"SierraCarboneraY5","TSF","min","mean",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"SierraRetinY5","TSF","min","mean",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"Vertedero","TSF","min","mean",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"SierraCarboneraY5","summerT","max","mean",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"SierraRetinY5","summerT","max","mean",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"Vertedero","summerT","max","mean",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"SierraCarboneraY5","prevwinterT","max","mean",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"SierraRetinY5","prevwinterT","max","mean",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"Vertedero","prevwinterT","max","mean",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"SierraCarboneraY5","fallR","max","mean",75,1.04456837998466,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"SierraRetinY5","fallR","max","mean",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"Vertedero","fallR","max","mean",75,0.844461017493879,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","prevfallR","max","mean",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraRetinY5","prevfallR","max","mean",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"Vertedero","prevfallR","max","mean",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","dens","max","mean",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraRetinY5","dens","max","mean",75,1.00684705485391,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"Vertedero","dens","max","mean",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraCarboneraY5","size","max","mean",75,0.99747490348744,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraRetinY5","size","max","mean",75,0.930136340918084,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"Vertedero","size","max","mean",75,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraCarboneraY5","TSF","max","mean",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraRetinY5","TSF","max","mean",75,0.958977006178216,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"Vertedero","TSF","max","mean",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraCarboneraY5","summerT","min","obs",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraRetinY5","summerT","min","obs",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"Vertedero","summerT","min","obs",75,0.976535359729612,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","prevwinterT","min","obs",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraRetinY5","prevwinterT","min","obs",75,1.09427823849617,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"Vertedero","prevwinterT","min","obs",75,0.982954708164108,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","fallR","min","obs",75,0.685481761394224,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","fallR","min","obs",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"Vertedero","fallR","min","obs",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","prevfallR","min","obs",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","prevfallR","min","obs",75,1.09228299826515,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"Vertedero","prevfallR","min","obs",75,0.985597697097635,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = obs value","Previous fall cumulative
rainfall = min value","obs value"
"SierraCarboneraY5","dens","min","obs",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraRetinY5","dens","min","obs",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"Vertedero","dens","min","obs",75,0.985678335757214,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = obs value","Aboveground density of
large individuals = min value","obs value"
"SierraCarboneraY5","size","min","obs",75,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraRetinY5","size","min","obs",75,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"Vertedero","size","min","obs",75,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = obs value","Size = min value","obs value"
"SierraCarboneraY5","TSF","min","obs",75,0.499019505723702,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraRetinY5","TSF","min","obs",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"Vertedero","TSF","min","obs",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = obs value","Time Since Fire = min value","obs value"
"SierraCarboneraY5","summerT","max","obs",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraRetinY5","summerT","max","obs",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"Vertedero","summerT","max","obs",75,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = obs value","Next summer mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","prevwinterT","max","obs",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraRetinY5","prevwinterT","max","obs",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"Vertedero","prevwinterT","max","obs",75,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = max value","obs value"
"SierraCarboneraY5","fallR","max","obs",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","fallR","max","obs",75,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"Vertedero","fallR","max","obs",75,0.981357912066113,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = obs value","Next fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","prevfallR","max","obs",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraRetinY5","prevfallR","max","obs",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"Vertedero","prevfallR","max","obs",75,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = obs value","Previous fall cumulative
rainfall = max value","obs value"
"SierraCarboneraY5","dens","max","obs",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraRetinY5","dens","max","obs",75,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"Vertedero","dens","max","obs",75,0.977479969248293,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = obs value","Aboveground density of
large individuals = max value","obs value"
"SierraCarboneraY5","size","max","obs",75,1.03745999017072,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraRetinY5","size","max","obs",75,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"Vertedero","size","max","obs",75,0.57549958814207,"Size","Focal covariate = Size (max value) 
Other covariates = obs value","Size = max value","obs value"
"SierraCarboneraY5","TSF","max","obs",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraRetinY5","TSF","max","obs",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"Vertedero","TSF","max","obs",75,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = obs value","Time Since Fire = max value","obs value"
"SierraCarboneraY5","summerT","min","mean",76,1.05631204667809,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraRetinY5","summerT","min","mean",76,1.05472759464155,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"Vertedero","summerT","min","mean",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = mean value","Next summer mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","prevwinterT","min","mean",76,1.06940388914564,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraRetinY5","prevwinterT","min","mean",76,1.14721911316241,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"Vertedero","prevwinterT","min","mean",76,1.08451766798354,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = min value","mean value"
"SierraCarboneraY5","fallR","min","mean",76,1.02008387062449,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","fallR","min","mean",76,0.997387343706328,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"Vertedero","fallR","min","mean",76,0.680643287786744,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = mean value","Next fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","prevfallR","min","mean",76,1.0493116958503,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraRetinY5","prevfallR","min","mean",76,1.13992476957094,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"Vertedero","prevfallR","min","mean",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (min value) 
Other covariates = mean value","Previous fall cumulative
rainfall = min value","mean value"
"SierraCarboneraY5","dens","min","mean",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"SierraRetinY5","dens","min","mean",76,1.0573231935579,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"Vertedero","dens","min","mean",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (min value) 
Other covariates = mean value","Aboveground density of
large individuals = min value","mean value"
"SierraCarboneraY5","size","min","mean",76,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"SierraRetinY5","size","min","mean",76,0.933689347815939,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"Vertedero","size","min","mean",76,Inf,"Size","Focal covariate = Size (min value) 
Other covariates = mean value","Size = min value","mean value"
"SierraCarboneraY5","TSF","min","mean",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"SierraRetinY5","TSF","min","mean",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"Vertedero","TSF","min","mean",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (min value) 
Other covariates = mean value","Time Since Fire = min value","mean value"
"SierraCarboneraY5","summerT","max","mean",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"SierraRetinY5","summerT","max","mean",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"Vertedero","summerT","max","mean",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (max value) 
Other covariates = mean value","Next summer mean max.
daily temperature = max value","mean value"
"SierraCarboneraY5","prevwinterT","max","mean",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"SierraRetinY5","prevwinterT","max","mean",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"Vertedero","prevwinterT","max","mean",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (max value) 
Other covariates = mean value","Previous winter mean max.
daily temperature = max value","mean value"
"SierraCarboneraY5","fallR","max","mean",76,1.0879456632412,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"SierraRetinY5","fallR","max","mean",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"Vertedero","fallR","max","mean",76,0.948064098111641,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (max value) 
Other covariates = mean value","Next fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","prevfallR","max","mean",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraRetinY5","prevfallR","max","mean",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"Vertedero","prevfallR","max","mean",76,Inf,"Previous fall cumulative
rainfall","Focal covariate = Previous fall cumulative
rainfall (max value) 
Other covariates = mean value","Previous fall cumulative
rainfall = max value","mean value"
"SierraCarboneraY5","dens","max","mean",76,Inf,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraRetinY5","dens","max","mean",76,1.06092918504662,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"Vertedero","dens","max","mean",76,0.861478476035904,"Aboveground density of
large individuals","Focal covariate = Aboveground density of
large individuals (max value) 
Other covariates = mean value","Aboveground density of
large individuals = max value","mean value"
"SierraCarboneraY5","size","max","mean",76,1.01419947945964,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraRetinY5","size","max","mean",76,0.988465019992389,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"Vertedero","size","max","mean",76,Inf,"Size","Focal covariate = Size (max value) 
Other covariates = mean value","Size = max value","mean value"
"SierraCarboneraY5","TSF","max","mean",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraRetinY5","TSF","max","mean",76,1.01056027890811,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"Vertedero","TSF","max","mean",76,Inf,"Time Since Fire","Focal covariate = Time Since Fire (max value) 
Other covariates = mean value","Time Since Fire = max value","mean value"
"SierraCarboneraY5","summerT","min","obs",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraRetinY5","summerT","min","obs",76,Inf,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"Vertedero","summerT","min","obs",76,1.07612398386649,"Next summer mean max.
daily temperature","Focal covariate = Next summer mean max.
daily temperature (min value) 
Other covariates = obs value","Next summer mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","prevwinterT","min","obs",76,Inf,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraRetinY5","prevwinterT","min","obs",76,1.17585267131289,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"Vertedero","prevwinterT","min","obs",76,1.05980655737676,"Previous winter mean max.
daily temperature","Focal covariate = Previous winter mean max.
daily temperature (min value) 
Other covariates = obs value","Previous winter mean max.
daily temperature = min value","obs value"
"SierraCarboneraY5","fallR","min","obs",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
"SierraRetinY5","fallR","min","obs",76,Inf,"Next fall cumulative
rainfall","Focal covariate = Next fall cumulative
rainfall (min value) 
Other covariates = obs value","Next fall cumulative
rainfall = min value","obs value"
