"population","focal_vr","focal_cov","focal_min_max","projection","lambda","focal_vr_full","focal_cov_full","focal_cov_cat"
"Bujeo","non_repro_survival","dens","min",30,1.01401821248669,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","min",30,0.644267393801251,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","min",30,1.0163297306446,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","min",30,0.945438872295532,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","min",30,0.962931464426078,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","min",30,0.85110322113069,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","min",30,0.871345498181452,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","min",30,0.871273274651748,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","min",30,0.595619090093034,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","min",30,0.65993320753612,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","min",30,0.938990144282816,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","min",30,0.955681217834226,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","min",30,0.913497609454569,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","min",30,0.866035476798584,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","min",30,1.03653616705658,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","min",30,0.938650702706521,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","min",30,0.820031370363953,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","min",30,0.562591845886428,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","min",30,0.88385660248114,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","min",30,0.95486142185158,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","min",30,0.987418350752373,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","min",30,0.862335584098157,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","min",30,0.864923800323958,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","min",30,0.836618712678233,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","max",30,1.00555747087944,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","max",30,0.977299997216034,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","max",30,0.750423870146312,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","max",30,0.917521783867716,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","max",30,0.952246469630824,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","max",30,0.884404251144121,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","max",30,0.860806758024842,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","max",30,0.854502914367791,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","max",30,1.1729896066479,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","max",30,0.964819094700109,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","max",30,1.29577822438735,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","max",30,0.939551847871238,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","max",30,0.937294945623075,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","max",30,0.894745134098306,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","max",30,0.845481664886544,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","max",30,0.837740757632692,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","max",30,0.947412889183861,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","max",30,0.920852486441972,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","max",30,0.804403083876525,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","max",30,0.875500014440375,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","max",30,0.946339185069641,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","max",30,0.977506627335006,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","max",30,0.93280978873518,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","max",30,0.951136963577129,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","max",30,0.883926207522139,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","max",30,0.838194779404116,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","max",30,0.855065046610817,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","max",30,1.21072923200325,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","max",30,0.908369431676705,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","max",30,0.79721700593811,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","max",30,0.959073042893598,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","max",30,0.949499576283984,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","max",30,0.890702478276966,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","max",30,0.853567724609406,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","max",30,0.848530050546593,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","max",30,0.880548937777157,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","max",30,0.838899848862747,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","max",30,0.848776896984225,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","max",30,0.881461877939197,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","max",30,0.973595833140999,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","max",30,1.01409083826705,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","max",30,0.947499636749268,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","max",30,0.98895665485272,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","max",30,0.775741420796943,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","max",30,0.567084155603458,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","max",30,1.03849501101453,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","max",30,0.960454070754388,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","max",30,0.915286399486521,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","max",30,0.843934508463381,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","max",30,0.876856825783562,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","max",30,0.832164095790653,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","max",30,0.777890020913347,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","max",30,0.636677438276991,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","max",30,0.902100160887262,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","max",30,0.950506013152407,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","max",30,0.965705620456918,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","max",30,0.822706060704003,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","max",30,0.909328079410358,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","max",30,0.836628158744807,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","max",30,0.81810471941501,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","max",30,0.497438939056836,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","max",30,0.906572587464302,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","max",30,0.944318415086475,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","max",30,0.997504962028841,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","max",30,0.840070866594095,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","max",30,0.876558599650894,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","max",30,0.945356874761441,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","min",31,0.774415718538173,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","min",31,0.989579547784174,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
